id,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,y
1202,1.361234371,-0.711726728,-1.434563224,0.122057164,-0.076031251,0.465775736,-1.993121217,-0.672669957,0.184777222,0.698323675,0.518773305,0.203830808,-1.536327547,1.615365243,-0.813821327,-142.6300403
953,0.369163449,-0.116027574,0.080645302,0.731732313,-0.76239017,-1.665247104,-0.234100673,-1.739888391,-1.15422573,0.72393337,-2.628708076,-0.800410553,1.021682755,0.86470223,-0.549413589,-134.2354336
4028,0.713773571,0.888207813,0.373895285,0.773486613,0.262307334,1.652853569,-1.006992007,1.902577755,-0.655794362,2.057188151,0.686923243,1.531981683,0.395944388,0.04764343,-0.023650176,632.9168666
4619,0.518347913,1.463805057,1.117604344,0.29233687,0.849573341,0.155185869,-0.679603121,1.760993766,1.610864367,1.43458644,0.256671145,0.110395695,0.779043859,-0.167638704,-0.076986282,613.1968884
595,-1.031199046,0.145868207,-0.565998385,1.374004805,0.218772574,-0.833602182,-1.176076305,0.445357273,1.033887959,0.346804637,1.351067482,-1.159153096,0.307788559,-1.352057654,-0.358296849,-93.77271272
3213,0.621592346,-1.770926055,-1.350605328,0.981482269,0.244386208,0.479327491,-0.938828114,-0.23666918,-0.999246674,-1.476838175,-1.381855519,0.46840149,-1.147241063,-0.038755734,1.253622185,-405.0004519
1226,-2.376546935,-0.737547594,1.039063613,-0.404672964,1.177067861,0.035073766,-0.68379514,0.097907898,1.58981382,-1.156282523,1.219603107,0.687662149,-0.687760524,-2.56931409,0.655367234,-100.1412559
1122,-0.492187102,0.583657271,1.824762317,-0.602327259,0.926839303,-0.998767761,0.179176241,-0.798693727,0.298325992,0.486320939,-0.497935286,1.957715303,2.498873006,-0.787466668,-0.943670359,512.1411542
1446,2.455405255,-0.440430393,-1.102784671,0.123871557,0.145158817,-0.264788992,0.868097899,1.135133667,-1.585220656,-1.335798456,-1.558759373,-0.45696096,-1.385087827,2.314087502,2.14136224,-332.4062596
4306,-0.289771796,0.192534914,-1.288124055,0.303432937,-0.662886466,-0.444780409,-1.205637976,-0.028395017,-1.245988687,-0.341954914,-1.101746515,1.264842943,1.424310076,0.526142968,0.544859539,14.28026817
4484,1.492440017,0.816633937,-0.410935872,-0.506104867,-1.003397336,-0.753631712,0.446845668,1.716102123,2.15421882,-0.323365396,-0.069317356,0.526322406,-0.112312354,2.317185495,-2.057756456,131.8324843
3742,-0.046406057,-2.24586733,-1.322850598,0.202188666,1.089837744,0.620769066,-0.695694694,0.207018641,-1.598559862,-0.513029719,1.707721783,-0.425214928,0.241348462,-1.437065437,-0.679328556,-418.5269622
433,-1.634857797,0.567183793,0.325186377,-0.304511832,-1.265153805,-0.84915443,-1.005426792,-1.416478224,1.295250035,-0.739261609,-1.414494318,-0.762104224,-0.357420614,-0.955941844,0.795290195,-178.1356344
4126,-0.416705628,0.769942167,0.233767888,-0.298762494,1.85110689,0.103886113,0.016169047,-0.476675997,0.958010874,-0.605102179,0.125482164,-1.767699969,0.505151466,1.386966759,0.375497298,31.3885926
3861,0.831518211,0.970033358,-1.050457528,-0.934117296,0.767074556,-0.314597134,0.028572336,0.075952791,0.394185868,1.283491602,-0.361775328,2.27164468,-1.254101126,-0.210753665,-0.713582522,219.0093752
402,0.635798057,1.633606811,0.69284075,2.022172771,0.518972005,-0.283627918,0.61068287,-1.111814885,-0.110312136,0.737036294,1.080899146,-2.082397748,2.391335763,0.370014058,0.866000002,411.9314087
1656,0.22899809,-0.505975806,-0.329642547,0.698379425,1.538385558,1.266821461,0.297644937,2.315714126,0.911944137,1.688169081,-0.370055762,-0.705449045,1.849132746,-0.999911866,0.492687272,453.9781173
960,1.225833453,0.335445739,-1.784645489,2.300645232,1.899117853,-1.765334158,-1.019372421,1.025454772,0.250090183,0.107472291,0.971039084,1.318941587,0.321556863,0.222017959,-0.154542764,74.07651916
4164,1.68236452,-0.061513197,0.433542224,-1.229579409,-1.030076068,-1.142529609,-0.001959223,0.593169652,-0.395983808,-1.195324647,0.441769701,-2.549254171,-1.774043304,-0.052028357,-0.653359725,-558.0777411
781,-0.992274624,1.287985271,-0.320260514,0.270692257,0.537374141,-0.594874202,0.966370752,1.672310152,-1.564125219,0.045710253,0.343087099,2.101608149,1.204731573,0.116215155,-0.657503268,199.9474785
1586,-0.479085048,0.109528897,-0.172828864,-0.19832913,-0.427259969,-0.298520865,-0.974450664,-0.315870911,-0.415167595,1.113579259,-1.129513441,0.531621205,0.77690308,0.914058916,0.810999018,145.9002353
4638,0.488429737,0.785671065,-0.672979028,1.854936289,1.286443475,-0.018456412,-0.205110951,-1.223336357,-0.619274682,-0.399471828,1.127152212,0.210297424,0.663677873,0.167321237,-1.109280623,88.40639678
1843,1.207230925,1.367698136,0.116902421,1.074547246,-1.635004886,-0.72444613,0.700567038,0.406898647,-0.450579938,0.177244453,0.50411115,1.318981882,-1.671978859,-0.923116168,-0.893323984,45.29093742
1329,-0.018056689,0.577708599,-1.151660169,-0.384172299,1.871748833,-1.227986706,0.285350607,-0.874477735,-1.34150285,0.484038708,0.75659359,-0.556975995,-2.23313767,-2.574155941,1.586441666,-369.9948934
1949,0.232926217,-0.877823023,1.004901105,-0.371894823,1.353324297,1.11203759,-0.235557227,0.862810012,0.074903048,-0.15276372,-1.135016973,0.544571098,0.082184398,1.270005358,0.727589242,181.7542876
4345,-1.007793077,0.263484278,0.901882473,-1.483764229,0.971884097,-0.194413056,-0.895060961,1.128143679,0.738042983,-1.857109,-1.709986631,-0.996061891,0.588355669,-1.462687368,-1.112308894,-159.7001784
1715,-0.310256859,-0.735448139,-0.126459511,-1.226892032,1.554757687,-0.235738423,1.629223858,-0.91008107,0.080424223,1.002590656,-1.224438057,0.155469087,0.815038874,1.323369384,0.57229697,81.39692894
2846,1.703089008,0.13368813,-1.292002017,0.729430872,0.945832142,0.764023865,-1.156978473,-1.145046611,1.309153227,0.112400791,-0.491456523,-1.087077812,0.514532468,-1.152398293,0.293455143,172.917503
785,0.364236456,0.302535007,-0.617175563,0.573120508,0.238700052,0.468411637,0.78950405,-0.833429426,0.126706934,1.586263889,-0.456749183,0.547237144,-1.212990515,2.002827588,0.903162167,158.9804287
4816,0.430471732,0.220651935,0.17311874,0.644469545,-0.192580959,-0.863869826,0.087028749,-0.791281138,-2.248153586,1.044357346,-0.822154689,-1.538207041,-0.895776807,-0.325222892,-2.144608737,-341.6809053
243,-1.682470753,-0.340655151,0.747183413,0.92203549,0.171798654,-0.581649641,1.262501773,0.475820035,-0.277546815,0.774176944,-0.200770643,1.284318958,-0.633377637,0.466153335,-0.196433993,-8.797440141
1500,0.746398782,-1.983234634,1.103491608,-0.353239346,0.526245154,0.069958202,0.195565585,-0.104188363,-0.191798067,0.113989953,0.490422538,0.691131738,-0.994878896,-0.441160409,-0.437585244,-127.4204983
3292,-0.127996746,-0.402129029,1.316127518,-0.323616331,-1.050616817,-0.400132594,-0.210015238,-1.145568237,-1.232617625,-0.71566251,0.105585836,1.753645896,-0.256200411,1.348015663,1.307000408,-12.24803282
118,2.234411264,-0.294134443,-0.016895888,-1.687868596,-0.188112088,0.846038673,-0.235581321,1.382528959,1.297867098,2.314248995,-0.150975945,0.996179923,-0.831769635,0.28704082,1.8489884,473.5307426
986,-0.347390434,0.376546708,0.04692384,-1.342696889,2.278802655,0.034169035,-0.45958087,-0.150026326,-0.74286368,-1.900801023,-0.11077897,-0.070490145,-0.262690742,1.790971849,-1.355866915,-245.815817
1795,-0.369234895,0.032733168,0.941452949,0.523496755,-1.057764036,1.147589183,1.086744852,-1.113626777,-0.418586639,-0.483321827,1.626962674,-0.412559028,1.84547443,1.375115496,-0.486210926,194.4424569
4829,0.69809539,-1.20295706,-0.590652782,1.676326849,-0.6563388,-0.584160798,1.949636182,-0.844608097,0.729830198,-1.04774797,-0.796744155,-1.448862631,1.177210567,0.563325938,0.032092643,-205.2238142
3486,0.782851772,0.266090709,-0.365359193,0.482382975,0.501667199,0.462311262,1.034348853,-1.476174967,1.069113751,-0.842459935,1.044627591,1.88090418,0.351553586,-0.196690433,-1.000922621,248.9654502
2729,-0.033706275,0.599820863,-0.541307393,-0.887454176,-1.148790663,1.117925401,0.752111435,-3.047451246,0.107225436,-0.175186674,1.177323316,-1.085284816,-0.62977306,1.264359146,-1.094641235,-133.057911
1524,0.413591925,-0.36214419,0.274628036,0.239892084,-0.189115091,1.397106333,-1.138455696,0.843879041,0.72529991,1.431272291,-0.367109571,0.083593943,1.02061029,0.80648689,-0.411727866,401.8540078
4590,0.044278687,0.91049251,-0.263107667,-1.164559301,0.464848605,-1.186854357,0.905822219,0.826402977,0.18976053,1.330471226,0.482718183,-0.207293504,-0.672162889,-0.844849805,-0.226348782,1.50895972
1490,0.006394645,-0.272831622,0.460195834,0.164143885,1.787383752,1.335841149,-0.515770189,-1.132514752,-2.168894372,-2.724862841,0.910977364,0.604870996,-0.432608433,0.25136311,-0.450935113,-234.0938741
2197,0.148829336,-1.874587333,0.467075844,1.827341143,-0.209505083,-1.020915689,-1.6210745,0.174085911,-0.429166169,0.029623009,0.252676869,1.352285491,1.835245071,0.150692283,-0.80835856,40.69195415
3374,1.345714755,2.256675894,-0.438808229,0.99055725,0.274019192,3.272316944,2.115057662,0.431162206,-2.175175696,0.218805403,2.219361244,-1.249622479,0.520260419,-1.462242486,-1.217721282,371.4284961
1625,-0.627110776,-1.027415431,1.255131486,0.115685511,0.27175987,0.276604721,-0.783305964,0.827369251,-0.954932337,0.105060372,-0.305240444,0.534532467,-0.406026165,-0.193182184,-0.383117347,-71.33706203
405,0.55065449,0.621238577,-0.351214998,-0.822962294,0.191506551,1.900386496,-0.793619969,-0.435666423,0.138222162,-0.46039526,1.096106389,0.374626077,-1.764180248,-1.268311697,-0.47896161,28.94137665
2418,-1.17517948,1.181354863,-2.186303861,-1.194395722,-2.30721919,0.096038752,-0.878495327,0.166140738,0.167963409,0.555269447,-2.495242651,-0.039495358,-1.253276538,-0.354673464,-1.554549716,-269.420757
331,-0.316841147,-0.875508113,-0.040930916,0.199442565,-0.422665252,0.435868519,-0.706022896,0.150106239,0.518214036,-1.136268047,0.313457243,-0.33303946,-0.086251293,1.38342808,-1.336214784,-213.3494549
1313,0.988846396,-0.259440999,0.128522343,-1.59397983,0.932079692,1.284215481,-1.092709681,-2.644470714,-0.091968795,-1.147772818,0.32044776,-0.299779956,0.330193221,-0.992714882,1.513455121,58.60707364
4135,0.241093334,-1.223857909,0.436514164,-1.977133098,0.73067334,0.813688549,0.878349303,-0.827858311,1.100977123,0.713539332,-0.336600781,2.067641044,-1.354103925,-0.03776651,0.400481767,142.6789066
2835,-0.364203112,-1.046375277,0.007202534,-0.66470525,1.392128136,-0.771983291,-0.833572558,0.503187282,-0.560688695,-0.049057649,-0.720763212,1.32089041,-0.540292842,-0.529359197,1.041166426,-129.7360624
4470,-0.235582647,-0.36454414,0.224162156,-0.098563228,-0.288812258,1.096020796,-0.851877379,-0.544525371,0.04760432,-0.532310882,-2.414122865,-0.320602359,-0.332910659,-1.629082237,-0.927925532,-78.82582811
1288,0.928897652,1.363830913,-1.397501259,-1.867397932,1.104053494,0.57659778,2.153887714,-0.74486255,0.796385518,-0.321014526,0.221094598,-0.4236571,-0.009262973,-0.028001981,-0.188688046,97.94379783
18,0.193181629,-0.426423581,0.410860863,-0.018769671,-0.975196059,-0.679994245,-0.927032209,-0.332132169,-1.55854427,-0.382263167,-0.469659424,0.482143271,0.24460848,0.461767357,-0.077537371,-158.2777163
1363,0.682848369,0.204618848,-1.484577307,0.72548999,1.515811757,-0.184694721,0.725090069,0.764594187,-0.524727599,0.404571351,0.861066489,0.53231431,-1.627726781,-0.336673371,-1.433501061,-167.2471797
4078,0.298318119,-0.405046789,-0.170299785,0.087562097,-0.023466803,-0.162188133,1.045848917,-0.478676063,2.450843891,1.102608846,0.081821914,-0.499331938,-0.61165985,-0.164078368,-0.535940325,89.50555353
1529,1.334690867,0.781327754,0.27045511,0.864935199,-0.134485769,-2.891590976,-0.031155249,-0.304324577,-0.312839289,-0.324547732,-1.325131306,-0.063167224,0.440129049,0.055712427,-0.130927915,-84.95025133
1057,-1.738282022,-1.537451078,-1.989602397,-0.985151284,0.560633083,0.956380555,-0.463499354,-1.989066745,1.837918982,-0.873626203,0.681022799,-0.529132634,-2.210496081,0.89786275,-0.21221216,-547.353878
4160,0.79986927,2.654547492,-0.267316965,0.721609755,0.58806828,-1.463225604,0.490568887,1.114464373,-0.554715798,1.787313333,-0.117755346,0.314699429,1.717648389,1.056117875,1.59865057,555.914782
1102,0.942601161,-0.033148948,0.799141064,-0.126219279,0.070961222,0.841474646,0.944465567,0.073867885,1.085946787,0.290544077,-1.473254213,1.279015561,-1.767126588,-2.007242707,-0.750420683,183.1393235
218,1.768890592,0.66023645,-0.249976845,0.04972501,-0.221556205,-0.856245937,-0.526285049,0.120650694,1.801805015,-0.281918003,1.356838004,-1.827200686,1.052515603,1.956934971,-0.254679465,103.7701104
1967,-1.536855839,0.364634548,-0.90046996,-0.798998366,-0.783898813,1.277352764,1.018617326,-0.345739358,-1.346386811,-1.032365474,-0.142577127,-0.240215747,0.409100018,-2.305142795,-0.699712962,-211.0102162
368,0.230240507,1.284829406,0.933644632,0.536799957,0.235122392,-1.742884461,2.226329345,-0.344770189,0.094213353,0.002837918,0.890454032,0.084798139,1.03133552,0.37082169,1.006846975,209.9529783
1383,0.724450014,-1.512846029,0.363489886,-0.367746115,0.728377735,-0.506997197,1.156090998,-0.915903673,-0.272513578,-0.251329513,-0.250170581,-0.725199721,-0.338852824,-0.082276115,0.241198713,-255.5543246
3412,-0.777944962,-1.297632197,1.944071794,-1.211494688,-0.499947158,0.02842736,0.630239656,-1.094593834,0.819565145,-0.315826671,1.721172738,1.457148336,1.739267831,0.352622009,-1.005574975,210.5193254
3116,0.033093877,0.662906683,-0.444114088,-0.485549378,0.609500985,0.846615406,0.47333353,1.573704676,-0.000259849,-1.670476214,-1.105585923,0.569229374,-1.304730123,1.271297766,0.062589444,-104.0374086
4009,0.683934926,-0.49224176,-0.592077604,-0.535777271,1.435838263,-0.943413668,-0.936861975,0.328311007,1.747154799,-1.458244602,-1.362550933,-1.22369449,0.189715006,-0.908802095,1.757397451,-163.407148
4242,0.447691922,0.873761598,-0.65751335,-1.403791978,-1.417170231,-1.250991317,0.039763607,-0.939383297,2.242050445,-0.12659085,-0.171908639,-1.965586224,-1.237521203,-0.984651099,0.666009611,-235.4089753
2253,0.807093417,-0.89805867,2.23746221,0.118132853,0.25059121,0.115303555,0.841608431,0.289288921,-1.529074531,-0.313031519,0.313099764,-0.206692315,-0.731462541,-0.924468451,-0.649373019,-103.6044808
4020,-0.319806804,0.96627898,-1.009279655,-0.772701855,0.090731415,-0.979472756,-0.407694911,-0.132522389,-0.591582716,0.577693519,-0.55345721,-0.387550712,0.994579317,0.287871878,-2.917771572,-98.4957413
947,2.496766559,1.416185322,-2.322241952,-0.723177782,-1.608772174,0.653171145,-0.244849203,-0.874379263,1.149750504,-0.774392064,-0.99525483,-0.633825486,1.204087033,-1.311299632,-0.093551369,186.0623063
598,0.20531527,1.829442857,0.938356551,-1.603397406,-1.061981533,-0.185117318,1.752375568,-0.589155977,-1.567942532,0.192851129,-1.174354139,0.687740793,1.397065919,-0.347612845,-0.315347145,281.2419119
1272,-1.024788888,1.994389256,-0.966335053,0.490648439,-1.507703955,1.114526318,-1.328110995,-0.942323834,-0.916717658,1.231196427,-2.283427162,-0.581730101,1.079396508,-0.222051507,-0.390977151,243.4486576
1251,-0.068024253,-1.262851878,-0.272575479,-0.273023537,-0.868361464,1.262135451,-1.201429428,0.267655095,-0.001279238,0.534458987,0.022117714,1.166583642,0.102516501,-0.542494584,0.501691265,107.472445
3935,-0.882097974,1.164769422,-0.163345246,-0.135293591,-0.52451272,1.498911719,0.517328896,-0.748915147,-1.056813383,0.27617133,-1.510589925,0.973732879,1.095239849,-1.044470485,0.506275869,326.8870055
3025,0.19326247,1.675559541,-1.275485072,0.160884107,0.523063298,0.937576797,0.10182876,-0.057284245,0.748161452,1.392826036,-0.732731116,0.698383725,0.174859265,-0.417463514,1.647936405,476.3138142
375,0.41239958,-0.601893168,-1.009322436,-0.298494036,0.955168354,0.4099721,0.258332192,-0.820202787,0.096719265,1.107292266,-0.131632351,0.964587064,-1.073506764,0.720805814,0.551492992,28.99847356
1047,-0.343654088,-0.821984295,1.516531835,1.38556246,-2.075399947,0.765585646,-1.284509876,2.083024971,0.39962687,0.475815693,0.410530209,0.373694235,-0.539563295,0.629763811,1.641696259,165.9850482
4293,-0.171515723,-1.399292531,0.53616151,-0.331997691,0.019711754,0.672828699,-0.609717304,-1.87444941,1.113615662,0.006777036,-1.199746735,-0.237010211,1.890016436,0.474539888,-0.253182252,159.5644936
470,-0.225382189,-0.375344927,0.656345553,1.039060933,-1.110949811,-0.42550105,-0.186305491,-0.24819336,0.540119092,-0.774424523,-1.240961958,-0.016531865,-0.577474828,0.839548146,1.059032889,-102.7226417
4414,-0.872606476,1.939116898,-0.321732556,-2.065107624,-0.394679848,-0.072274062,-0.152849468,0.951539339,1.321789437,0.267596483,0.887034382,-1.132966297,-1.024354779,-1.472086868,0.881257001,14.52395673
553,-0.336486683,-0.261772032,1.191871661,-0.963086687,-1.922297262,0.906150045,0.565695914,0.889464795,-2.005613922,-0.406998208,1.403810543,0.419731205,-0.017498047,-0.479029309,-0.957777337,-95.91760173
1222,0.551844284,-0.026507177,0.816464145,0.325968772,-0.538401911,1.154669256,-0.133771652,1.644208209,-1.374221296,-0.297624114,-0.616259821,1.418404393,-0.595667794,-1.345229468,0.967719268,161.0455658
1437,0.342759869,0.281489296,1.482875128,-0.041488644,1.352458783,0.691482848,0.658484631,-0.668010268,-0.876492363,0.888164195,-0.899812736,-1.197042965,1.122974127,0.046259814,-1.798901288,213.59851
1606,-1.121206708,0.299868402,0.251135223,-0.283699001,0.172467952,0.314144634,1.354336453,-0.205263814,0.605824624,-0.726828203,1.193708417,0.543022748,0.182816698,-1.56952056,0.427175085,59.94893827
2907,-2.326844358,-0.310870502,1.302072689,-0.263453493,-0.209260647,-0.684999514,1.781638142,-1.136368566,1.665628418,0.815673201,-1.090845776,1.246738221,-0.087041193,1.243602094,0.924561262,160.6141243
1242,-0.844340797,0.267861491,0.082929737,0.015122422,-0.225094697,0.18250422,-0.329742925,-0.711551513,-0.296307735,-1.634232856,-1.369347345,-0.849829936,-1.46985586,1.377124047,0.865637853,-356.8659181
3064,-0.064009715,1.082345132,1.570993514,-0.372789942,0.293112076,-1.087687819,-1.917124118,0.079803532,-1.222654647,-0.084511534,0.184658742,0.364214847,-0.765130896,0.646894053,0.851102976,10.27202699
4856,0.671726055,0.149267091,-0.351471303,1.004407893,1.43086475,-0.144657907,0.968529333,0.200739529,-1.004888355,-1.439198625,0.884212375,-1.320470091,0.294051841,-0.433412496,0.315617749,-198.9701149
2866,-1.807121075,0.1064051,-1.106487507,0.400553353,2.452816536,-0.340889418,1.129902408,0.371175718,-0.617998012,-0.008786303,-0.400168681,0.090705811,-0.410154645,0.38755017,-0.937822093,-233.7779298
4598,-0.486160435,0.516442907,1.776498771,1.472061895,0.489256022,-0.457364664,0.347531195,0.468840429,-0.804034087,-0.326307323,0.73734133,-0.016201051,0.715131602,-0.049080055,-0.270940929,133.2255298
569,0.914448228,-1.326422821,-0.48643944,-0.763285329,0.406464529,0.51799625,-0.209336176,1.13509716,0.214160728,-0.615921216,0.917161663,0.051158698,-0.199778651,-0.231629478,1.11376719,-98.47489534
2340,-0.343513691,-0.028819812,1.138722056,0.282503344,-0.158748775,1.384261614,0.234729958,1.470533888,-0.964386813,0.563276425,-1.523905814,0.388286434,-0.0484556,-1.015946555,-2.26989736,140.0787337
1351,-0.366781999,0.127360733,-0.808177451,-1.016646588,-0.285347831,-0.401464729,0.847967288,-1.395629747,-1.453450046,-1.384726346,-0.661985167,-0.854051402,1.404449338,0.139951219,1.920596223,-229.6609045
408,0.655009265,-0.296993905,1.246392066,-0.876808803,0.19568737,0.51793137,0.093445221,0.23407954,0.901756198,0.283108449,0.897124129,-0.310233353,1.296659366,-0.350631488,0.098398475,311.8088063
629,0.062560856,-2.398901814,0.665229653,1.1697279,-1.422365708,-0.886775268,-0.127428693,-0.768868982,-0.359271739,2.324976244,0.116674643,-1.167513249,0.69052603,0.218437784,0.468150376,-107.3596151
4096,0.539776094,-0.923170331,-1.220007832,0.55593518,1.79621685,0.570937164,-2.379388693,-0.369505474,0.725038274,-0.112309566,0.229797971,1.655583197,0.330550236,2.59518247,0.800813583,174.0361847
46,2.231968312,-1.042149649,1.229526033,0.151272878,1.455653094,-0.714984071,0.073923342,-1.247645521,-0.303893317,-0.311013543,0.422235937,-0.334612969,-0.882309663,0.446002956,1.510328464,-54.40375958
764,0.125695871,-0.995999947,0.073882553,-0.240952019,1.116153123,-0.719536922,-0.362526279,-1.284925475,-0.53640875,0.360087546,1.590182697,1.651821366,0.500086136,-0.997053689,-0.963286695,12.69023683
427,0.106371832,-1.081842652,0.33069139,-1.080888163,0.203509357,-0.094896615,1.832557679,0.067522572,0.271180493,-2.157804312,0.321482242,2.193872919,0.126742338,-0.04431991,0.822290337,-63.70057411
3212,0.71501456,-0.609160342,0.837709024,-0.828982045,0.198815477,-1.623357633,-1.937096192,1.204050321,1.070314268,-0.804954041,-0.157471434,1.338490128,0.622070145,-1.764412432,0.064715127,60.20701951
261,-0.28215496,-2.873498512,1.134913681,-0.416049138,0.178639058,0.074583378,1.370198312,0.661188359,-0.286634372,0.214106903,-0.302484591,-1.349620178,-0.211861017,-2.010032976,0.102280588,-345.48383
748,-1.027281421,-0.490487209,0.557994898,-0.925707638,0.215348834,-1.380729902,-0.583011748,0.285094326,-0.479509573,0.621105725,0.658269243,1.469533541,-0.684142844,-1.761341087,-0.823771368,-143.9043892
3022,-0.577976212,-0.150530905,-0.291904353,1.572069099,-0.178936646,0.042609999,0.614916986,-1.419230621,-0.805224169,1.062730016,0.415675535,0.041691217,0.808828981,0.439213291,-0.331288786,73.02729225
3110,0.195010984,-0.368155171,-0.19772164,-0.108799844,-1.095765271,-0.739717426,0.239223394,-0.68591059,-2.876687935,-0.227517945,1.066700546,-1.930208693,-1.952986358,0.272617856,0.200146981,-682.5979695
1356,1.844056466,-2.687154647,-0.053360737,0.568796935,1.394579428,2.689490166,-0.377980515,-0.24229663,-0.8261548,-1.093234111,-0.642772391,-0.218371136,-0.882908267,0.445565294,1.066249727,-124.6266989
2897,-0.747124442,1.969868223,-1.185717604,0.505206462,0.187507589,-3.013743312,-1.320059517,-0.378108665,-0.269569766,0.315814773,0.17312858,-0.129481603,-0.756404166,-0.851390081,1.302357113,-213.8032213
3325,0.888836078,-0.480515861,0.158864108,-0.839188899,0.528684226,-0.499306143,1.908276748,0.576982585,-0.181404342,0.429330641,-0.146221099,0.418620882,0.198225952,-1.43770799,-0.396393148,32.51458666
2110,0.162776308,2.709740028,-0.385547914,-0.531208216,-0.537897857,0.572657142,0.019053686,0.14480969,1.167472386,-1.287150469,-2.171133509,-1.301237146,0.935242125,-0.720862985,2.334923272,294.0586424
4845,-1.202454122,0.913409656,-1.218188013,-1.943608828,1.588482716,-0.212121742,0.6034586,-1.091877704,-1.601058402,1.530050991,1.45142529,-0.422713218,0.244784594,-1.200273699,-0.946545686,-100.0787987
3620,0.730395835,-0.636790735,-0.458397757,-0.608313618,-0.989483277,-1.059033513,-0.795200279,-0.192589622,-0.965160083,0.518000522,-0.030644854,-0.181015583,-0.330733927,1.135292438,0.7101268,-225.9877592
1249,-1.264151782,-1.11572422,0.581645022,-0.420137585,-0.011204044,0.621195571,0.596020496,-1.172241628,-0.026976554,0.553371306,-0.241145195,-0.850310667,0.818323584,-0.529783884,-0.61274207,-59.39482091
3891,0.804503901,-0.07223168,0.160098024,1.548212794,0.036471933,1.420001786,0.230796532,2.392112169,-2.573763195,0.825073636,0.735823371,0.649882689,0.00198146,0.802654536,1.651474361,225.0750155
3819,0.013013936,1.514131221,2.174695518,-1.192278353,-0.474417208,0.61234471,-0.001361971,1.863628937,0.257272319,0.44840204,-0.044187313,1.034750809,-0.935325725,1.338796366,0.594304719,401.1936044
4479,0.10313304,-1.431481613,2.139289032,-0.168450051,-0.097118856,-1.214397174,-1.415490107,0.117893846,-2.147180375,-1.604788668,-0.327441148,-0.818669443,1.197910694,1.87035643,-1.636497491,-376.604016
2257,-1.194805567,0.422459147,-2.284830866,-0.345260158,0.404076104,0.457418118,0.695308585,0.528521387,-0.218782833,-1.103354757,-0.206129682,-0.160563873,-0.948588479,2.88867895,1.257157537,-319.443581
4925,0.197029384,1.344963766,-0.064296329,-0.61435549,1.176654989,0.970240117,1.095267929,0.388060311,-0.351179531,0.179684781,1.121866753,-0.518051761,-0.730959419,0.63287801,-0.996805269,88.43746879
1596,-1.010044929,0.852280436,-0.27728362,0.522045464,-0.32079311,-0.701281235,0.351280629,0.31367593,-0.597855545,0.320817882,0.766918814,0.736157815,-2.541463216,0.552050889,-0.712044054,-262.6148189
3164,1.494507538,-0.638338398,1.8417275,1.520058783,0.890696029,0.185173047,-1.906432773,-1.590760415,-0.459835474,-0.183418668,-1.769060877,1.67921937,-0.30805599,0.152660727,0.98999879,291.1511208
2577,0.91557126,0.8917649,-0.984297047,-0.185778318,-1.038248306,-1.922291915,0.584438241,-0.587559016,0.84253115,-0.094062982,-1.190324363,0.222558317,-0.974979044,-0.038379821,0.156788156,-152.0184675
975,0.754490479,-0.796845952,0.208027091,0.410978528,1.005572941,-0.186856264,0.509603924,-0.330455074,-1.999084036,-0.400367551,1.353253883,-0.204325404,-0.039438525,-1.355105172,-0.498922005,-215.6200968
3809,1.696748196,-0.596575063,-0.106409671,0.465390467,-0.23359935,1.049373428,-0.982207447,-0.525617759,1.151875367,-0.468574499,-0.713639859,-1.29953185,0.265554944,2.401376539,1.158471967,103.8968402
1512,2.379736722,0.503854857,0.208278753,-0.212581144,-0.218569135,-1.213683506,-1.843281681,-2.103085127,1.42786779,-0.09239656,1.000694785,-1.2572305,0.968354005,1.658180066,-1.258198398,106.3420616
221,0.765860917,-0.497878503,1.542881837,-1.201337924,2.082153104,-1.47851696,1.515692566,2.537892002,-0.461308073,-0.470059907,0.61587352,-0.030600716,0.334698912,-0.176941352,-0.213643922,-45.68942029
1738,0.644703177,-0.757488058,0.133530501,0.432157403,2.911604637,-0.136244847,1.109006003,1.376996959,-0.653824212,-1.872222783,-0.149123913,0.722964404,0.449355347,-0.527543462,0.960089204,-46.77673188
4969,-0.400161195,0.454581072,0.711835297,-1.792869011,-0.498717944,-1.441140992,-0.392353309,1.638348328,0.416995908,0.608889152,0.484515388,-0.861836485,-0.204281364,-1.144169333,1.471056137,-57.26442446
2178,1.057037169,0.652519838,0.541483401,0.760460608,-1.550213767,0.757605408,1.828483359,-0.020592555,0.454456032,0.071594608,0.078635656,-1.148802693,-0.837841713,2.084340434,2.175503104,133.3897107
2324,-0.641489067,0.75458419,0.789601149,0.393490583,0.537340355,-0.005295364,-0.100602028,0.729794933,-2.054032701,-0.983104549,0.72901824,0.680852198,2.101173269,0.931016237,1.302144777,195.3291762
1982,0.034004839,-0.200222896,-2.034745376,0.28964476,0.949018875,0.551066291,0.596295571,-1.030243261,-0.596091036,0.362510596,-0.511117728,0.590040728,-0.430080905,-0.686179823,0.462496577,-81.10363062
1719,-0.66910453,0.382434907,0.437544095,0.806143737,0.188523549,-1.811280374,-1.839729273,-0.463989187,1.446595749,-0.242667245,1.00186391,-0.212197828,1.291058146,-1.207214131,0.72124703,95.42653632
39,0.585295649,-1.373234582,0.700871899,-0.496062285,-1.244116964,0.073941271,0.149626244,-0.11228959,-0.110450026,0.410996877,0.290394485,-0.064287486,-2.182282692,-0.24786405,0.986519438,-247.2193841
